token,decimals,symbol
0x7Cfea0DD176651E7B5a1CeD9c4fAf8Ee295315FD,18,PRNT
0x27BeF51F483A3D41E7A816Dae22B47E249dB5650,18,PRNT
0x4f640F2529ee0cF119A2881485845FA8e61A782A,18,ORE
0xef5cE7411B389e004A73B37ACfC51A8218322a6c,18,ORE
0x5f018e73C185aB23647c82bD039e762813877f0e,18,SHACK
0x8497842420cFdbc97896C2353D75d89Fc8D5Be5D,18,SHACK
0xc629d02732EE932db1fa83E1fcF93aE34aBFc96B,18,FITFI
0x44709a920fCcF795fbC57BAA433cc3dd53C44DbE,18,RADAR
0x49a0400587A7F65072c87c4910449fDcC5c47242,18,RADAR
0x67C5870b4A41D4Ebef24d2456547A03F1f3e094B,2,G$
0xD17652350Cfd2A37bA2f947C910987a3B1A1c60d,2,G$
0xcFD5868fbF612bd8907827f012d71f3C7BA6C943,8,WBTC
0x4eE438be38F8682ABB089F2BFeA48851C5E71EAF,18,YAE
0x419fa2e21092D834e3b02bD0802DEE329c84268A,18,YAE
0x5a75A093747b72a0e14056352751eDF03518031d,18,ESW
0x7FC5670B2041d34414B0b2178Fc660b1E1faF801,18,ESW
0xC19B6A4Ac7C7Cc24459F08984Bbd09664af17bD1,0,SENSO
0xfCB7388EEf472293290B15027642702EBf57250A,0,SENSO
0x8642A849D0dcb7a15a974794668ADcfbe4794B56,18,PROS
0x1B4EaD1f89Eebef694eFa6F9B95D61A429C05BDB,18,PROS
0xB4F74994FCBd60E1bC3603b9a33069eA1b32d4A4,18,OGUC
0xBAf8E9CA8693036BBD1e5B81b82F2359739eE5A6,18,OGUC
0x7d226bff737C5855254C307523afB3c464C5680b,18,PBL
0x6Aa40C573dEf21abD6Fb30a5Fb53749325bC5D65,18,SERENE
0x92804831aC036Ca77D57Db8BBA0E522Cd35a8049,18,DAI
0x420412E765BFa6d85aaaC94b4f7b708C89be2e2B,4,BRZ
0x5a4fb10e7C4Cbb9a2b9d9A942f9a875EbD3489ea,4,BRZ
0x77609d4F3ae31382389374101Aca6108D95b093A,18,BETS
0x2c69095d81305F1e3c6ed372336D407231624CEa,18,WEMIX
0x05eC81610aB47A094502bAC0D7eC256f06a1c6f8,18,FS
0x97Bbbc5d96875fB78D2F14b7FF8d7a3a74106F17,18,ASTRAFER
0xc17fbe1d709dDf6C0B6665Dd0591046815AC7554,18,POL
0x5f1C76b7a90D88EE5BADa971a28AAEF514719dBF,18,POL
0xde16Ce60804a881e9F8c4eBB3824646EDecd478D,9,MCRT
0x231CC03E6d8b7368eC2aBfAfb5f73D216c8af980,18,HELIX
0x152c0f9c32C393961e9803a9467B2194E1c00b21,18,HELIX
0xEB4c3961f9c06307aF0e6Bc195204352bD3DbfC6,18,mooCurveFsUSD
0x58A4E4F9F0BD1BFc2fe287493a130649F349255a,18,mooVelodromeMAI-USDC
0xA4b6573c9AE09d81e4D1360e6402B81F52557098,18,USDT
0x636Db84815d6A5af9202CBb44DAd7fd672F178e1,18,mooQiMai3Pool
0x7683F14614A1F68Ea71474680e80b9bD93Db74D1,18,MEMELON
0x865377367054516e17014CcdED1e7d814EDC9ce4,18,DOLA
0x4A24b7269459017C999ABABA32962b3CDb436250,18,DOLA
0x53884b61963351C283118a8E1Fc05BA464a11959,18,MNS
0x31dF3cfc1113b0AFA2120887DB216948c36Eb77C,18,MNS
0x772722B55cdC2A086aBd064267a17855Eb15e8b3,18,MINTME
0x8D6CeBD76f18E1558D4DB88138e2DeFB3909fAD6,18,MAI
0x4B641f607570B9053035780615f5b56a91F38F90,18,MAI
0xdB0eE671B52a866DF968EE0913E906BfB743A6d5,18,$ROVR
0x7B4328c127B85369D9f82ca0503B000D09CF9180,18,DC
0x8CC0F052fff7eaD7f2EdCCcaC895502E884a8a71,18,ARTH
0xEDE1B2f557942c9132c0eA1b7f20A63f711982D4,18,ARTH
0xfAd45E47083e4607302aa43c65fB3106F1cd7607,9,HOGE
0x9b2f9F348425b1eF54c232F87eE7d4D570c1b552,9,HOGE
0x57b59f981730c6257dF57cF6F0D98283749A9Eeb,18,BUILD
0x6562E5791Da22950c959b8C2febCFbcA15AE520c,18,BUILD
0x346D2664FaFa7F1723074BF3d0b903a059B42Af1,18,DPC
0x893700A1a86EE68B92536bf6fd4d3200d7369F7d,18,EMT
0xA753eFA27EFd65A456295078eD606306c52c2EbF,18,EMT
0x7659CE147D0e714454073a5dd7003544234b6Aa0,18,XCAD
0x1fF9b7Dc66BB8CC7819E875B6739409B3A42111b,18,XCAD
0xa52bfFAD02B1FE3f86A543a4e81962d3B3bB01A7,18,DUCKER
0xa0EDa2D19211D108772711A3698C69f79673aEC8,18,DUCKER
0xa5342D72D04c133180f376753f90a4B2eEe29bB3,18,ATL
0x5d30aD9C6374Bf925D0A75454fa327AACf778492,18,PERI
0x9ea48018587fdf4B5857940171d3D32465B0B761,18,PERI
0x573d2505a7ee69D136A8667b4Cd915f039AC54e5,18,XIM
0xbB29D2A58d880Af8AA5859e30470134dEAf84F2B,18,XIM
0xB4f89D6a8C113b4232485568e542e646D93cFAB1,0,WETH
0x183C9E9C8A787269024a20f2E3788764CD458f72,0,WETH
0x4195300C824407D671b9A6A58De8ab19433eCA3C,0,WETH
0xB5C827FDbbee6f6E9df3A5cB499aEDf5927DE1B8,0,WETH
0x0aa1a18504a10c1C09732E5859ee2bD1892ac762,0,WETH
0xB467613d657eDb3d3e926aeba0F17386976A9C1f,0,WETH
0xc65d2f76c6cC9Fde1CEEa5D47d5753b889e22412,0,WETH
0x85a8df6564517CD0a8501587dB0Cc74850F191d6,0,WETH
0xA648904b6e812E2d847B87878a9a3f1d74e5AF50,0,WETH
0xca0bc229e2216A6ba6eF0278351ed6aa2303Ddf6,0,WETH
0xa10d8a7caE8Dae8019Daa64095f309716264EbcA,0,WETH
0x4cb7a6Dec613F4aF9F618CFF56354F76115a8023,0,WETH
0x54bBAa521fa27065E3067B431Ce9563DbAf8733B,0,WETH
0xA8d0352634D3dEC194e48b9878634487a837df0f,0,WETH
0x16c102F12468670c8D2bb03EA6d781CB3394C09E,0,WETH
0x123AEAFD4Ce574bE7D417ACa0e5cB3122f3E1149,0,WETH
0xc2ea516Ed97778AFA2331be021754735796865e8,0,WETH
0x04aE3226C80E8C04D35E6e56089345BdD06DA6DE,0,WETH
0x620E59769085F69d2712a53Aa0436821218e1068,0,WETH
0xe57bcDeB786E163B5E10f0b5Ca7B59c8764d1080,0,WETH
0xdC9524a8774DC2956Bdb8b55Fdf91938757F3185,0,WETH
0x1469fd8B056E098d9035D3c7C9109E22a1F4ca86,0,WETH
0x36ce6DeD1378C83bcb6EfE844550af94b90a1979,0,WETH
0x9492b0AB0571b2C785C2dAD4b3a272dBA39d6e61,0,WETH
0x93f9A668dcCc090F63B0ec27D809527dC2f0eBBa,0,WETH
0xC9D7CC5D224119C6A563a2Aa2c5a49ebC97444D7,0,WETH
0x302434cc94A5ADA01EE23375ff8c61F42F1daBB1,0,WETH
0x5bC2228dc7Be251cA5D6068e01fc6d4e7Ca3D3a1,0,WETH
0x0E95B13539D0381AB20B4E2893E926Fc99b3d8Dc,18,TNODE
0x1e1085eFaA63EDFE74aaD7C05a28EAE4ef917C3F,18,TNODE
0x9d11FBc78BA0d95eEbA144870d8B633489ab3dE1,0,WETH
0xA288507D3cae42ADf3Bef755C37B8605a9F62f25,0,WETH
0xF8eFcB7A1362B3D8c25eAb248a16000702E9A4F5,0,WETH
0xEE9C40F27687a6C5De027B102CAA31e2FF7a8956,0,WETH
0xf3Db5Fa2C66B7aF3Eb0C0b782510816cbe4813b8,4,EVX
0x95dD59343a893637BE1c3228060EE6afBf6F0730,4,EVX
0xa350DA05405cc204e551C4eeD19C3039646528d5,18,BSPT
0xE84CEA9df2D6a6010C0Bd74b803F6372534e75e9,18,BSPT
0xa1c44871Dc68D7071B099e1DDb4612728791Ff62,0,WETH
0xEeF452AdCc4e364639B3cFD15FF36929A5b400B3,0,WETH
0xe575Eb10da5c96d76734735D52da4B5cb34512eB,0,WETH
0x66E38F5968a8A52Bc1B00fb083Bc2288A4A47B9A,18,BTE
0xF9d8e1e44e229E81CE8D1A628997aD7D9a565ACA,18,BTE
0x1CCAA0F2a7210d76E1fDec740d5F323E2E1b1672,18,FACE
0x2d72A97a31Dc920dB03330780d30074626e39C8A,18,FACE
0x6CD13E1856286dE773a435C8Ba93A7C73A04F82d,18,MIDA
0x76FBa02e148cab052f86dc1d8f4b10e64EfC7046,18,MIDA
0xE9cB6838902CCF711f16a9EA5A1170F8e9853C02,18,STRIP
0x76ce14947f74A2664700e68452fe9166174AF9Ab,18,STRIP
0x035dF12E0F3ac6671126525f1015E47D79dFEDDF,18,0xMR
0x08111ECEe4eB8D766aBDF6dCBFCa81949c0B0891,18,0xMR
0x332E824e46FcEeB9E59ba9491B80d3e6d42B0B59,18,CHEESE
0xdFb5A6b5136186f4fFcf3FE055B48F27793CdBD2,18,CHEESE
0xc36b4311B21Fc0c2eAd46f1eA6ce97c9C4D98D3d,18,CRE8
0x14D3E0FfbD62c9618C73ebB6F9c1CBCD23B6AbE1,18,CRE8
0x22B48E1f20043D1Db5F2a11CbF1d520A4F20b198,18,XOT
0xCC081220542a60A8Ea7963C4F53D522b503272c1,18,XOT
0xC4398e483B178AC559b4fe665c6BCE70A179f80F,18,VINCI
0xA1388e73c51B37383B1Ab9dCe8317eF5A0349CC5,18,VINCI
0x8a1E3248406027a5A0901C7B8F61591e74578df6,0,WETH
0x16ba8Efe847EBDFef99d399902ec29397D403C30,18,OH
0x413fbFDCE9B5AfB65B6147FBBc970148b79e706A,18,OH
0x13C2fab6354d3790D8ece4f0f1a3280b4A25aD96,18,PHI
0xfc5C0e5d0BA6386fbb7d921E5073FD04082a5b49,18,PHI
0xAaE3Cf9968D26925BDb73cE3864e0084a20f4687,18,FAR
0xeD3516AA436B630b50960A3D19bA7a2e46D0E368,18,FAR
0xe0cCa86B254005889aC3a81e737f56a14f4A38F5,18,ALTA
0xE408849D21646a42fD5E36CC520b26e7cDd62370,18,ALTA
0x721A1B990699eE9D90b6327FaaD0A3E840aE8335,18,LOOT
0xD6Cce248263ea1e2b8cB765178C944Fc16Ed0727,18,LOOT
0xd1ba9BAC957322D6e8c07a160a3A8dA11A0d2867,18,HMT
0x06E2DDd17F1043c0a4Cbe72cc7c256E4d8a3E374,18,HMT
0x5f4c148D17Effd165C2e2d46b46d2BD6e3eBDC3e,18,RUN
0x3bd9856BF578910b55261d45d9148d61C177B092,18,RUN
0x1A690B706f320d6e8192e87D398d1220334dd3B8,0,WETH
0x4C2e59D098DF7b6cBaE0848d66DE2f8A4889b9C3,18,FODL
0x8CE3dfcAe03beb7D2CAb25a1E1434C3791f45DD8,18,FODL
0x967da4048cD07aB37855c090aAF366e4ce1b9F48,18,OCEAN
0xa65779AA9a29af831DA49c48899e7146934905C7,18,OCEAN
0xB2c1d397eC86Acb569CDab7889E66C3964fe43b6,18,DD
0xA87bDdA360932cF11AeCf1369e8f08889326814e,18,DD
0x7fC3eC3574d408F3b59CD88709baCb42575EBF2b,18,POP!
0x3E01B7E242D5AF8064cB9A8F9468aC0f8683617c,18,POP!
0x14a52cf6B4F68431bd5D9524E4fcD6F41ce4ADe9,18,SWAP
0xD83B3E97A8C54f0E7390c66257898dEc10176593,18,SWAP
0x09F098B155D561Fc9F7BcCc97038b7e3d20bAF74,18,ZOO
0x8c62c65D65176b9d45Ab180E23eB5DaCC2E599a4,18,ZOO
0x56de8BC61346321D4F2211e3aC3c0A7F00dB9b76,18,RENA
0xb8a239996690430436425e249dC569D13D4C7AAD,18,RENA
0x15D4c048F83bd7e37d49eA4C83a07267Ec4203dA,8,GALA
0xeBE58381406D2c9BC9F68f541D503bA4F1A29fDF,8,GALA
0xA849EaaE994fb86Afa73382e9Bd88c2B6b18Dc71,18,MVL
0x02a2b736F9150d36C0919F3aCEE8BA2A92FBBb40,18,MVL
0x74f8dbfe8A13babeB09C8949b47905cdA59102Dd,0,WETH
0xd26a9C3437f7D121098c8C05C7413F5Cc70BB070,18,AZUM
0xAD4612bD2096ec4E4abFA6F15D141a1dE7EB8488,18,AZUM
0xD9A8bB44968F35282F1b91c353f77a61BaF31A4B,18,GTPS
0x86A298581388bc199e61BFeCDcA8eA22Cf6C0Da3,18,GTPS
0x073b18Fc62FC4e42cDB0E9c3B5157d0D7138b169,0,WETH
0xc4BB7277A74678f053259CB1F96140347efbfd46,18,COC
0x7051faED0775f664a0286Af4F75ef5ed74e02754,18,CHANGE
0x827eD6FE802dB52970F0e36B709279E606e4F252,18,CHANGE
0xa1faa113cbE53436Df28FF0aEe54275c13B40975,18,ALPHA
0xB1d6bc439F5D3bFbD828Da3D0848b0F3658c9Dc6,18,ALPHA
0x92a42Db88Ed0F02c71D439e55962Ca7CAB0168b5,9,TRDG
0x0F65f65792d4B286b6f2Ff373eE1c1631f71C635,9,TRDG
0xD533a949740bb3306d119CC777fa900bA034cd52,18,CRV
0x0E1b539Eaf71d5D025f8ce90cA2256b4Cf3e94B1,18,CRV
0xD528cf2E081f72908e086F8800977df826B5a483,18,PBX
0xbA40c1589B8120D995e56427CF2Ca63bF6A38e7E,18,PBX
0x95b3497bBcCcc46a8F45F5Cf54b0878b39f8D96C,18,UNIDX
0x7a02492bAa66B0b8266a6d25Bbd6D8BA169296CC,18,UNIDX
0x1b308d8c92EE6b06faBAFE3c8ed21a9DbBE5FaCD,18,C4G3
0x063069F9bEAB2B01153C87622f6Ed8f693ed5215,18,C4G3
0x8788a7cfD63cF06d0d7716c6a66f54B58248c896,0,WETH
0x429881672B9AE42b8EbA0E26cD9C73711b891Ca5,18,PICKLE
0xA97588986830962f01e1778B752775d40322827f,18,PICKLE
0x0f51bb10119727a7e5eA3538074fb341F56B09Ad,18,DAO
0xDd98B79b36c77Ee1F23f37B61e58A61cc3D5aceF,18,DAO
0x808507121B80c02388fAd14726482e061B8da827,18,PENDLE
0x0f7Efb2e96B9681950f96D3D18ce0BF68d60fD7e,18,PENDLE
0xA87135285Ae208e22068AcDBFf64B11Ec73EAa5A,4,eLunr
0x496CD9b62B192e04811f38D97b88733f969AfD5d,4,eLunr
0x3496B523e5C00a4b4150D6721320CdDb234c3079,18,NUM
0xBCfBaD9c58049eefCA0F4C17130F560BBb41D444,18,NUM
0x6C6B87D44d239B3750bf9BAdce26a9a0A3d2364e,0,WETH
0xF460dd4F5da4804B3d42D903DC456Ca0c1B01e81,9,SHEEP
0xF9368B58E8Ec83Df544d53Ee411BDa884f7832C5,9,SHEEP
0x0316EB71485b0Ab14103307bf65a021042c6d380,18,WBTC
0xdF574c24545E5FfEcb9a659c229253D4111d87e1,8,HUSD
0xd2877702675e6cEb975b4A1dFf9fb7BAF4C91ea9,18,LUNA
0x50D1c9771902476076eCFc8B2A83Ad6b9355a4c9,18,FTX Token
0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,18,UNI
0x4bD70556ae3F8a6eC6C4080A0C327B24325438f3,18,HXRO
0x27702a26126e0B3702af63Ee09aC4d1A084EF628,18,ALEPH
0x05D3606d5c81EB9b7B18530995eC9B29da05FaBa,18,TOMOE
0x18aAA7115705e8be94bfFEBDE57Af9BFc265B998,18,AUDIO
0x476c5E26a75bd202a9683ffD34359C0CC15be0fF,6,SRM
0xCfa0885131F602D11D4DA248D2c65A62063567A9,18,TORG
0x2370f9d504c7a6E775bf6E14B3F12846b594cD53,18,JPYC
0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,18,USTC
0x1c48f86ae57291F7686349F12601910BD8D470bb,18,USDK
0x41f7B8b9b897276b7AAE926a9016935280b44E97,6,USDC
0x1CDD2EaB61112697626F7b4bB0e23Da4FeBF7B7C,6,USDT
0xaa71E6f9E3392359d543564e089873D964dF380e,18,ETHS
0x6B4c7A5e3f0B99FCD83e9c089BDDD6c7FCe5c611,18,MM
0xe516D78d784C77D479977BE58905B3f2b1111126,18,SPWN
0x8185Bc4757572Da2a610f887561c32298f1A5748,18,ALN
0x380291A9A8593B39f123cF39cc1cc47463330b1F,18,ELT
0x03ab458634910AaD20eF5f1C8ee96F1D6ac54919,18,RAI
0x9Fda7cEeC4c18008096C2fE2B85F05dc300F94d0,18,GAJ
0x1f4e35D4380D91AF30eDca625C8d158019786299,6,0
0x887FE928645020db1eC4af4Aa922C2327F96F90f,6,0
0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9,18,AAVE
0xD9c2D319Cd7e6177336b0a9c93c21cb48d84Fb54,18,HAPI
0x0D8775F648430679A709E98d2b0Cb6250d2887EF,18,BAT
0x6EC8a24CaBdc339A06a172F8223ea557055aDAa5,9,GNX
0xEBd9D99A3982d547C5Bb4DB7E3b1F9F14b67Eb83,18,ID
0xE814aeE960a85208C3dB542C53E7D4a6C8D5f60F,18,DAY
0x74cAc868f2254f1a6B7ca951f0D86eaC4a65C132,18,WETH
0x063323E90144bC40A900f111C339A31F292d080F,6,0
0xf51421C93BD9943f057CF5668a5FD6C7Ac3F66ae,9,0
0x1a57367C6194199e5D9aEa1cE027431682dfB411,18,MDF
0x03Be5C903c727Ee2C8C4e9bc0AcC860Cca4715e2,18,CAPS
0xD31a59c85aE9D8edEFeC411D448f90841571b89c,9,SOL
0xfEf87D8c2558a8866BA1b90d545Bfe2ec73744FC,6,0
0x5245C0249e5EEB2A0838266800471Fd32Adb1089,6,RAY
0x53BBE80F77ac24e5eA1B806D5e67Ed1e3f4B37FE,9,0
0x70401dFD142A16dC7031c56E862Fc88Cb9537Ce0,18,BIRD
0xF629cBd94d3791C9250152BD8dfBDF380E2a3B9c,18,ENJ
0xae7ab96520DE3A18E5e111B5EaAb095312D7fE84,18,stETH
0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,18,wstETH
0xf1f955016EcbCd7321c7266BccFB96c68ea5E49b,18,RLY
0x01e0E2e61f554eCAaeC0cC933E739Ad90f24a86d,18,GTON
0xA5Ef74068d04ba0809B7379dD76Af5Ce34Ab7C57,18,LUCHOW
0xd4c435F5B09F855C3317c8524Cb1F586E42795fa,18,CND
0x46cF9115277Eb4962eCfdd61546C733c21d8A376,6,0
0x9BE89D2a4cd102D8Fecc6BF9dA793be995C22541,8,WBTC
0xd084B83C305daFD76AE3E1b4E1F1fe2eCcCb3988,18,TVK
0x20AE0cA9D42e6Ffeb1188F341A7D63450452dEF6,18,CPR
0xfc05987bd2be489ACCF0f509E44B0145d68240f7,18,ESS
0xEB4C2781e4ebA804CE9a9803C67d0893436bB27D,8,WBTC
0x443B18444F43797DEd227279a51D2E5F688cb625,6,0
0x85Eee30c52B0b379b046Fb0F85F4f3Dc3009aFEC,18,KEEP
0xf1a91C7d44768070F711c68f33A7CA25c8D30268,18,C3
0xE74dC43867E0cbEB208F1a012fc60DcBbF0E3044,18,CWAP
0xaEF9c45caE96035C83199ca0F9976cbE2511096A,18,QTCONS
0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,8,0
0xB8c77482e45F1F44dE1745F52C74426C631bDD52,18,BNB
0x418D75f65a02b3D53B2418FB8E1fe493759c7605,18,BNB
0x382f0160c24f5c515A19f155BAc14d479433A407,9,KLEE
0xE617dd80c621a5072bD8cBa65E9d76c07327004d,6,0
0xB83cC3A98c63454e2f0aef7aF8D67AADA0e9AD15,8,0
0x7cd167B101D2808Cfd2C45d17b2E7EA9F46b74B6,18,USDC
0x111111111117dC0aa78b770fA6A738034120C302,18,1INCH
0x8Ab7404063Ec4DBcfd4598215992DC3F8EC853d7,18,AKRO
0xaaAEBE6Fe48E54f431b0C390CfaF0b017d09D42d,4,CEL
0x2ba592F78dB6436527729929AAf6c908497cB200,18,CREAM
0xf8C3527CC04340b208C854E985240c02F7B7793f,18,FRONT
0xc944E90C64B2c07662A292be6244BDf05Cda44a7,18,GRT
0xB1f66997A5760428D3a87D68b90BfE0aE64121cC,18,LUA
0x08d967bb0134F2d07f7cfb6E246680c53927DD30,18,MATH
0xbC396689893D065F41bc2C6EcbeE5e0085233447,18,PERP
0x8762db106B2c2A0bccB3A80d1Ed41273552616E8,18,RSR
0x8CE9137d39326AD0cD6491fb5CC0CbA0e089b6A9,18,SXP
0x8564653879a18C560E7C0Ea0E084c516C62F5653,18,UBXT
0x45804880De22913dAFE09f4980848ECE6EcbAf78,18,PAXG
0x0bc529c00C6401aEF6D220BE8C6Ea1667F6Ad93e,18,YFI
0x87eDfFDe3E14c7a66c9b9724747a1C5696b742e6,18,SWAG
0xc00e94Cb662C3520282E6f5717214004A7f26888,18,COMP
0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,18,SHIB
0xa693B19d2931d498c5B318dF961919BB4aee87a5,6,UST
0xE3ADAA4fb7c92AB833Ee08B3561D9c434aA2A3eE,6,0
0xbd31EA8212119f94A611FA969881CBa3EA06Fa3d,6,LUNA
0xB02eEDC9dacfCe55eA6aF9906d0e3aE4773B60ef,18,2CRZ
0xDe60aDfDdAAbaAAC3dAFa57B26AcC91Cb63728c4,18,USDT
0x727f064A78DC734D33eEc18d5370aef32Ffd46e4,18,ORION
0x3EF389f264e07fFF3106A3926F2a166d1393086F,9,SAO
0x221657776846890989a759BA2973e427DfF5C9bB,18,REPv2
0x3B654a81Ed23D93459cA52714FeF08393591fD81,18,DAI
0xb6ADB74efb5801160Ff749b1985Fd3bD5000e938,18,GZONE
0x5DbBB101CDc29443d12055eCDDdD7ca037Dce721,18,WETH
0xba6E3D4893bf9554F27d8fcD139ae1A8950D8045,18,DCXa
0x589891a198195061Cb8ad1a75357A3b7DbaDD7Bc,18,COS
0xaA8330FB2B4D5D07ABFE7A72262752a8505C6B37,18,POLC
0x8DF586aa346c3d9d1c99A21316A2735d71355eC8,18,WSB
0xf7413489c474ca4399eeE604716c72879Eea3615,18,APYS
0x249e38Ea4102D0cf8264d3701f1a0E39C4f2DC3B,18,UFO
0xD46bA6D942050d489DBd938a2C909A5d5039A161,9,AMPL
0x4730fB1463A6F1F44AEB45F6c5c422427f37F4D0,18,FOUR
0x4297394c20800E8a38A619A243E9BbE7681Ff24E,18,HOTCROSS
0x07cA256267128FBE1A79B74Fc7b0e6ed3359ad08,9,WWT
0x43Dfc4159D86F3A37A5A4B3D4580b888ad7d4DDd,18,DODO
0xa1d6Df714F91DeBF4e0802A542E13067f31b8262,18,RFOX
0xBBc2AE13b23d715c30720F079fcd9B4a74093505,18,ERN
0x65E6B60Ea01668634D68D0513Fe814679F925BaD,18,PIXEL
0xDB0170e2d0c1CC1b2E7a90313d9B9afA4f250289,18,ADAPAD
0x4562BEf338717993C781d546F64111648704Ae29,9,DONKEY
0xa8De3e3c934e2A1BB08B010104CcaBBD4D6293ab,18,UST
0xc4E15973E6fF2A35cC804c2CF9D2a1b817a8b40F,18,WBTC
0x383518188C0C6d7730D91b2c03a03C837814a899,9,OHM
0x485d17A6f1B8780392d53D64751824253011A260,8,TIME
0x761D38e5ddf6ccf6Cf7c55759d5210750B5D60F3,18,ELON
0x92D6C1e31e14520e676a687F0a93788B716BEff5,18,DYDX
0x0F5D2fB29fb7d3CFeE444a200298f468908cC942,18,MANA
0x3E9BC21C9b189C09dF3eF1B824798658d5011937,18,LINA
0xa2D76883edc2C51d407A4E15F0dEEcB216A31F60,18,ORION
0x3506424F91fD33084466F402d5D97f05F8e3b4AF,18,CHZ
0x77f92e2AdcB4265C9535B05908d9b343A65F2691,9,FINN
0xBEc73F3A59fbccaBbE23dcc503860c11801405A7,18,NFTL
0x32BA420bc0C32b6a954c75748E789F2a3Ff22862,6,0
0xBB0E17EF65F82Ab018d8EDd776e8DD940327B28b,18,AXS
0x2C537E5624e4af88A7ae4060C022609376C8D0EB,6,TRYB
0x5297f7c95cf98449655e55bfA29151FE2520A641,6,WWT
0x25e4579f028E2629ED15C70a378D82209CfB5E7d,9,DDS
0x6F59e0461Ae5E2799F1fB3847f05a63B16d0DbF8,18,ORCA
0x7355Efc63Ae731f584380a9838292c7046c1e433,18,WETH
0x32d222E1f6386B3dF7065d639870bE0ef76D3599,18,WETH
0x2604e9f68259e609e8744fB67Cc410D50Fc9AA0F,18,FISH
0x2b591e99afE9f32eAA6214f7B7629768c40Eeb39,8,HEX
0xdAF566020156297E2837fDfaA6Fbba929A29461E,18,SAFE
0x8a74BC8c372bC7f0E9cA3f6Ac0df51BE15aEC47A,18,PLSPAD
0xe7F72Bc0252cA7B16dBb72eEee1AfcDb2429F2DD,18,NFTL
0x4Ddc2D193948926D02f9B1fE9e1daa0718270ED5,8,cETH
0x26c8AFBBFE1EBaca03C2bB082E69D0476Bffe099,18,CELL
0xF94b5C5651c888d928439aB6514B93944eEE6F48,18,YLD
0xfA49a67D1e3C2F9A0e2cbC21F07a8430185D646e,8,AVINU
0x7697B462A7c4Ff5F8b55BDBC2F4076c2aF9cF51A,18,SARCO
0x3845badAde8e6dFF049820680d1F14bD3903a5d0,18,SAND
0xfa77331648B0C7c9b34fd678C2a972Ac76c8742e,18,CT-TEST
0xC18360217D8F7Ab5e7c516566761Ea12Ce7F9D72,18,ENS
0xba5BDe662c17e2aDFF1075610382B9B691296350,18,RARE
0x566957eF80F9fd5526CD2BEF8BE67035C0b81130,6,USDC
0x4dA34f8264CB33A5c9F17081B9EF5Ff6091116f4,18,ELFI
0x9024B09C1C6D33221F6AeA9571821a2062B88eEf,6,USDT
0x1b68E7b3A70C5C63A68da53e85452c3689307456,18,DAO
0x2ca108bfda688DAcAEcC7550FD2c83341f0a745b,18,AXS
0x3301Ee63Fb29F863f2333Bd4466acb46CD8323E6,18,AKITA
0x5ab6A4F46Ce182356B6FA2661Ed8ebcAFce995aD,18,SPRT
0x8DDf89728C13c697CE46bD821871F51a1137e2B8,18,PPR
0xDBdDf072d7aae7B9288e31A4eebe6C54e3a143b1,18,CRWNY
0x48ab01DE6f130a794C92C1Fa260750e805E3a48A,18,LEAF
0xE1c7E30C42C24582888C758984f6e382096786bd,8,XCUR
0x6149C26Cd2f7b5CCdb32029aF817123F6E37Df5B,18,LPOOL
0xE2311ae37502105b442bBef831E9b53c5d2e9B3b,18,BANANA
0x6DD4e4Aad29A40eDd6A409b9c1625186C9855b4D,8,GENE
0x11b8Cf8B970323C5118f8c79E3F90a11A8f431BE,9,wHAPI
0x09a3EcAFa817268f77BE1283176B946C4ff2E608,18,MIR
0x1796ae0b0fa4862485106a0de9b654eFE301D0b2,18,PMON
0x7c9f4C87d911613Fe9ca58b579f737911AAD2D43,18,MATIC
0x3Dd98C8A089dBCFF7e8FC8d4f532BD493501Ab7F,8,TOWN
0x83e6f1E41cdd28eAcEB20Cb649155049Fac3D5Aa,18,POLS
0xbbA35DaEf943795f20a9a1eaeF585b2147CAaf9F,6,USDT
0x69A95185ee2a045CDC4bCd1b1Df10710395e4e23,18,POOLZ
0x888888888889C00c67689029D7856AAC1065eC11,18,OPIUM
0x33D0568941C0C64ff7e0FB4fbA0B11BD37deEd9f,18,RAMP
0x7A58c0Be72BE218B41C608b7Fe7C5bB630736C71,18,PEOPLE
0x595832F8FC6BF59c85C527fEC3740A1b7a361269,6,POWR
0x72B886d09C117654aB7dA13A14d603001dE0B777,18,XDEFI
0x6425c6BE902d692AE2db752B3c268AFAdb099D3b,18,MWAT
0x5e71C154bc5488Db080747e9F7852f6B279a1EFC,18,JKT
0x21BfBDa47A0B4B5b1248c767Ee49F7caA9B23697,18,OVR
0xD567B5F02b9073aD3a982a099a23Bf019FF11d1c,5,GAME
0x298d492e8c1d909D3F63Bc4A36C66c64ACB3d695,18,PBR
0x41C37A4683d6a05adB31c39D71348A8403B13Ca9,18,CHN
0x5b52bfB8062Ce664D74bbCd4Cd6DC7Df53Fd7233,18,ZENIQ
0xF06CeDA97cd72b1d2341f4379aeE110b4D5c5010,9,0
0x36ed7baaD9a571B5dad55d096C0Ed902188D6d3c,18,IPAD
